x,f_true,y
0.02462266987517614,0.5445037692219246,0.827371310953763
0.03699540312288807,0.5467306939100882,1.5164915009033852
0.04480223747330481,0.5509863049650153,0.22860533522302928
0.1985705708386032,0.5371549750342923,0.24351701600602876
0.2331217735825919,0.5193481857425657,0.9378392191122576
0.29228773319750045,0.4896688381814455,0.2658827169093603
0.44412538819295744,0.37318280301161155,1.6972514614000476
0.4520152518507192,0.36802280007399346,0.23931531258369587
0.4747313034464562,0.34727252383431284,0.543818784983102
0.5580859767308644,0.28443177855844126,-0.7801661221027297
0.7492622034237462,0.20081116041845637,0.4256011053461491
0.8959872756819309,0.2189815425003933,0.38471001885699607
0.918806444950353,0.2241846134014146,0.695932913535035
0.9455248182134435,0.2361023182666689,-0.23437444812982666
0.964220936820297,0.24380022205323748,0.740578085011768
1.1364198044157892,0.3394568499669282,0.08230763944844988
1.2239083269305429,0.3889363577385278,0.23992607327869975
1.2587621428775497,0.4073794652744477,0.6575255219680118
1.3333029801071206,0.4392629688122339,0.4188412757485373
1.4622463420495602,0.4667949708156042,0.7916391399838758
1.5108812007001005,0.4695512420460803,0.5806931029539378
1.5603188045899263,0.4646136080382852,-0.09312450336052813
1.645875687084919,0.4457241266376239,0.7169706389291299
1.6470766303189155,0.4449450333986114,-0.13945044058112405
1.769303806414293,0.3961554832577629,1.2776391784048668
1.8536846687391062,0.3578649572959866,0.5534363051896038
2.0468697520675105,0.27210219294609383,0.3918477703528483
2.1266286971115256,0.2462489431525176,0.7268800565615725
2.1292942652212,0.2425821959874906,0.011184405612972625
2.216791466323451,0.22287482911682627,-0.023588395501063397
2.2248996593387216,0.21969128804910934,-0.1507787953227259
2.3580078728711196,0.2028387710016311,-0.07948832872298378
2.3636298114568,0.2000540279713687,1.036938335994087
2.4005138347436206,0.19836119037068511,-0.3352678203422518
2.483838304199788,0.1969221523261571,0.4684999666619565
2.593203434282376,0.20474320807934945,0.3762047085101343
2.6451499684092195,0.2109624644928967,-0.40914051211158753
2.6541923928858946,0.21326974572006324,0.8185566773864552
2.675952359173528,0.21526826285211653,-0.647124356228962
2.7309377257129475,0.22674359885541334,0.3810640407832028
2.7971235642697256,0.24126112555219437,1.0657691407151348
2.841706165778304,0.25328408391693247,-0.8753416959749024
2.878638688769646,0.2642102866246719,0.7416033370027855
2.923602287442675,0.2790661794198031,-0.07125902142242879
2.924038727141922,0.2758836320792032,0.14719506111037173
2.960005277958273,0.28918536771453435,-0.5722245154273038
2.967330027607087,0.29359949264886104,0.759354030627289
3.1157788998637415,0.36259382647816013,-0.10185628179892475
3.1240909433517494,0.36607135086642395,0.1449855108816362
3.135876199284786,0.3716375329929739,0.19347710562684417
3.1724506098057703,0.3984511525029609,0.1391282443067175
3.2376192374356383,0.45006042527665513,-0.2342382427209838
3.2876932808935977,0.497197813740889,0.6933472264384668
3.400504997251479,0.6304404769235972,0.6305585964225594
3.4473296683735843,0.7005476243105722,0.7683134300999929
3.5405396812918344,0.8453455786016866,0.718764861276163
3.6125321623781925,0.9608597482641668,0.755226343088896
3.7541946524854874,1.1534577197349702,1.7679503755585049
3.7892303170933506,1.1872487558313594,-0.07633513214633436
3.8518170922497186,1.228336156324569,1.7968772272077596
3.87067092578516,1.2344027260569241,1.6643033648905936
3.8826578482243668,1.236892685973459,1.1244986603176321
3.9343469993392333,1.2398650129366313,1.0859088264910028
3.990377847863791,1.2171165767298773,1.1387153778400694
4.033809107408748,1.184844712302033,1.2312387512949663
4.042325239894902,1.179805561567815,1.1484393740099323
4.0862357238616775,1.1333911148789482,1.9061687553689195
4.090818726910614,1.1247130090932158,1.2820247293836973
4.109870244392029,1.1034617685912438,2.0148633859093628
4.122139775118874,1.0875293978964522,1.2614024368054093
4.14362803388582,1.0567087825953227,0.16723676775938012
4.197116085307677,0.9750406184787526,0.7456843758470981
4.25099172982176,0.8865169705855172,0.993141191679846
4.300796197069516,0.8011007700245583,1.0418095885709382
4.353233818007598,0.7193226516917709,0.7789636821643844
4.421416878916331,0.6195347491660081,-0.1548955051890757
4.448219710127203,0.5848714000996501,0.551603915595118
4.460931823874286,0.5690989093143877,1.485105442768861
4.701000882115586,0.41758148857861654,1.1939024083112237
4.717043683379149,0.4145188233680019,0.38765444681040145
4.827020810522766,0.41272617854455584,-0.058457729810627246
4.910134557916745,0.4077935516874891,0.4355054080457311
4.914283234305714,0.4083633534729251,0.21186782418163666
4.920438338845057,0.4057181303321826,1.0472127292797588
5.071772915907249,0.3538596115442042,0.07288708068980393
5.164224023273976,0.2783219308035032,0.22429534238012583
5.191913666256866,0.2521299494860001,-0.03298662235113309
5.207151810024517,0.23565115214374477,0.35328896891430417
5.244349309713785,0.19349510008256077,0.21579950537639975
5.25248176919106,0.1836118522414223,0.6293557224766444
5.271697936830694,0.16019824899605317,-0.39654131614092125
5.273899734430456,0.1579799884183578,-0.9192959071792305
5.277345500363866,0.15481844695212543,0.2573685762284785
5.331019542950162,0.08743589296549192,0.9737124068215933
5.438897883302676,-0.039411224116678634,0.09377437857490242
5.446660155795742,-0.048128612030136186,-0.5734626934679034
5.539667261382104,-0.13237043535512405,0.17642929731725954
5.54741267767567,-0.13662298212564672,0.12713592218407715
5.580357317170634,-0.15871131521070136,-0.5006142449216238
5.5807234257838445,-0.15801174362451542,-0.30328462316297466
5.606752182347476,-0.17208220663493357,-0.28172470064128485
5.610961394949834,-0.1737857958756942,-0.7230382398300066
5.72827282683992,-0.1868762173650681,-0.7874040730805725
5.830576415189452,-0.1487738956980692,0.43574216005558986
5.918761363868401,-0.0926860832768871,0.27888010049590584
5.991022798579511,-0.03391577111024002,0.23911899301853484
5.993959741735075,-0.03245704106789438,0.1361975864967684
5.994982475033104,-0.029915405212350477,-0.24503460174763167
6.040357479077816,0.005481627121531996,0.2518117092450939
6.068088466883015,0.03134156865358384,0.5792392965697865
6.126028534169614,0.07849412436826975,0.4368655421751877
6.127445251096059,0.08003963465223934,0.6209706552179342
6.139225322204145,0.09063042539368088,0.11526298814397064
6.287048755902392,0.19519005895756708,-0.06751196906295093
6.3052304712107965,0.20613283531896526,0.1386663119851384
6.406249862736808,0.2670837364543016,0.5927385242596697
6.427691535545097,0.27772203625217073,0.619333749607121
6.435955622580329,0.2817206403808969,-0.1468420153999197
6.622471225329192,0.38886745569182474,0.4644215983361774
6.735956543315975,0.4618086435018751,0.9931904834479628
6.7393538766602346,0.4658383255236663,1.1571603393739391
6.785702427008891,0.49475074619422155,-0.3047158114040075
6.802030753635799,0.5043230461778615,0.027690804380640477
6.878849676050962,0.5621089528515866,0.7316081136766143
6.949504224213252,0.6124307587755489,1.2476920152364523
7.053518153866765,0.6761825719327423,0.8958244566480957
7.062746025858548,0.6824117172478215,-0.45364567171317005
7.10345912826673,0.7010879449668388,1.0551842242679332
7.137545727980028,0.7154639916864214,1.3664804682688756
7.193327555879437,0.732612098791732,-0.12038554668748758
7.219381393269961,0.7371505054353189,0.6160386059112756
7.236062319665049,0.740595306039517,0.9911369196101619
7.49497198521119,0.7088522646495892,0.18480970603005442
7.531889661668143,0.6998610910696066,0.44450257154502965
7.584882650000302,0.6834397731188984,-0.15967671375885018
7.661515005117385,0.6666367612085786,0.8747496647296081
7.671329138618672,0.6638671680884829,-0.21654200600668683
7.749325381742096,0.6502852250491897,-0.13796410840878381
7.75916944557032,0.6464619199044784,0.6912775471011282
7.85640488118335,0.6476072082272994,0.3012741492791814
7.863033430418975,0.6464978281142914,1.2950535051289342
7.9274582513700125,0.6541524938862046,0.6840830305226216
8.015499092291115,0.6752664702608305,0.6833708360835332
8.199319452257086,0.7578279444379933,-0.5199016496417438
8.243234049074387,0.7870521754478973,1.022866753567011
8.31945910945022,0.8406543208378633,1.3269611979531144
8.33940974661018,0.857882716339533,0.9902638674246852
8.454029820488131,0.9489339845133627,0.8519784885945308
8.490038623794378,0.9775723607113681,1.2449765903740129
8.51038650660249,0.9939569453926039,1.2088653243254996
8.524368551132264,1.0041833194189702,0.30738739827821904
8.622100496267946,1.0661611671052342,1.1600023931718484
8.642048021204909,1.0745100030577726,0.18849481163591075
8.663919862021443,1.0811132274179458,1.230861464347898
8.788751076166616,1.0804626731607472,0.5689416721839349
8.811464218499275,1.0725397939202734,0.10584791161655593
8.859949111085674,1.0426766292947132,0.9973856257542635
8.905031598571966,1.0040195880555869,0.4168757609667312
8.923892428014092,0.9840954850879219,1.1045852514223824
8.9392766914231,0.9684218349057073,0.5785406567971473
9.008211459387079,0.8796645497568645,1.323202914409762
9.048352466283621,0.8174423302868593,0.9443941326508343
9.11668394220593,0.7113232074149064,0.2389928851599153
9.143949259949586,0.6647214450290693,-0.02605014658986282
